reviews,label
sekarang saya ubah bintang satu 1 aja.    karna sekarang shopee super lambat.    aplikasinya lemot banget padahal inet provider bagus.    pengembalian dana lama banget sekarang !  dulu paling lama 3 jam aja udah kembali.    padahal saya mau belanja lagi !  !  verifikasi data untuk shopeepay aja lama bgt  !  !  mengecewakan sekali shopee sekarang !  ! ,__label__3
Kak nomor pesanan 210320TRRCAR4E itu kok masih dikemas Mulu ya ?  Jujur penjualnya kayak menghindari saya.    Dan produk segera dikirimkan sebelum tanggal 23 tapi tanggal 25 belum ada perubahan dikirim sama sekali.    Mau menipu saya kah ?  Kecewa sangat😌,__label__3
"Kak ini ko shopee aq susah sekali di buka ny.   .   .    Kuota jg baru beli ,   jaringan bagus.   .   .    Setiap mau buka kategori selalu loading trus.   .   .   padahal saya sering belanja bulanan di shopee.   .   .    Tolong bantuannya.   .   terimakasih .   ",__label__3
Saya seller Shopee mau log in kembali harus verifikasi wajah eh kok malah wajah tidak dikenali.    Tolong ganti verifikasi wajah dengan no.    KTP atau gimana.    Susah banget orderan numpuk.    😠,__label__3
"Agak terganggu saya sama shopee yang sering banget gagal upload produk ,   sama masalah sering eror setiap mau upload produk baru !  !  !  Tolong atasi dengan cepat min !  !  Saya mau upload produk lagi !  !  !  Gangguan Mulu herqn !  !  ! ",__label__3
"Sebetulnya aplikasi Mudah cuma ,   ,  .    Free ongkir seringkali tidak bisa saya pakai ,   dengan alasan minimum order padahal kita juga sdh nambahi orderan masih tetap saja tdak free dan juga alasan metode pembayaran ,   harusnya jika sdh komitmen kash free ongkir mau payment pakai cara apapun Bisa tolong d perhatikan dong",__label__3
Di sesi pembayaran ada kolom vocer diskon / casbak.    Suda beberapa kali saya pakai vocer casbak untuk pembelian pulsa.    Pas mau bayar ada tertera casback sekian koin tapi pas suda di bayar kok koin casback nya bertambah sesuai dengan yang tertera.   ,__label__3
"aplikasi cukup bagus aman ,  tapi kesel nya liat ongkir ,  kadang bisa lebih mahal dari pada harga baranh yang di beli ,  udah tu harga ongkir ga jauh beda sama harga baramg yang kita beli.   .   gilak uhh stress ongkir nya",__label__3
"Ini emang udh ada dari dulu atau emang saya yg gatau kok shopee gaada nomor kurirnya ? saya minggu kemarin pesen barang pas mau di antar ke rumah pas dilacak malah pelanggan tidak ada ditempat padahal saya nungguin depan rumah berjam jam ,  seharusnya adain kyk sebelah jadi bisa di telp kurirnya ,  sekarang paket saya malah dibalikin lagi ke penjualnya terus dikirimnya bakal lama lagi kalau begitu ,  padahal tadinya mau dipakai pas lebaran malah gak jadi ,  terpaksa saya pakai yang ada di rumah dulu ☺️💔",__label__3
"Saya kasih bintang 3 ,   terkadang tidak sesuai ,   sudah pakai voucher gratis ongkir tapi masih jga kena biasa ongkir.    Kalau tidak ada gratis ongkir ,   jgn di buat promo gratis ongkir.   ",__label__3
Kenapa gratis ongkirnya pada semua jasa pengiriman tidak bisa dipakai ?  Padahal sudah saya coba semua jasa pengiriman tetap tidak bisa dipakai voucer gratis ongkirnya.    Shopee sangat mengecewakan.   ,__label__3
"Ya walaupun sekarang shopee lemot nya kebangetan.    Padahal sinyal sudah stabil ,   spek hp udah lumayan ram nya.    Masih saja tetap lemot.    Tapi saya membutuhkan shopee untuk belanja suatu hari dikala saya butuh.   ",__label__3
"Cukup bagus aplikasinya ,   hanya kesulitan hitung berat belanjaan karena tidak nampak di aplikasinya.    Jawaban Shopee tidak memberikan solusi.    Kita harus coba satu satu di keranjang untuk mendapatkan pas 1 kg misalnya.    Tidak seperti e - commerce lain yang mencantumkan di detail produk.   ",__label__3
Hai kak saya seller shopee Setiap saya upload jualan pada ongkos kirim tidak bisa diakses atau pun diklik centang selalu kembali lagi.   .    mohon bantuannya kak saya sudab berkeluh kesah berulang kali tapi tidak ada perbaikan .   .    sudah 4 hari kak,__label__3
"Kenapa gratis ongkir bnyk shopee pay.    Kasian yang pelajar2 mau beli barang tapi kebanyakannya voucher gratis ongkirnya hanya shopee pay.    Kalau bisa Top up shopee pay nya alfamart dan indomart .    kasian yng pelajar tidak mempunyai atm.    Sehingga tidak leluasa membeli barang .    dan lebih tegas kpd penjualny.    Pengemasan 4 hari.   l ,   padahal di tulisannya pengemasanya hanya 24 jam.    Lebih cept barang yang saya pesan dari luar negri ga sampai 6 jam barang nya sudh otw ke indonesia.   ",__label__3
"Emang sih apk nya bagus tapi tolong dong buat orang seperti saya kan belum bisa menggunakan transfer ,   shopeepay atau apa itu lah.    Jadi tolong dikasih banyak gratis ongkir di metode pembayaran Cod.    Dan saya berkali² mendapat penipuan yang mengatasnamakan shopee tolong dimaksimalkan keamananya ,   karena saya pernah diancam mau dipenjara.    Thanks🙏",__label__3
"Bagus sih cukup puas dengan belanja di shopee.    Tapi saya mau tanya ,  saya udah pesan barang dan udah juga transfer ,   ,  saya liat tulisannya di pengemasan Barang akan dikirim sebelum tgl 10 - 12 - 2019.    Tapi sampai sekarang barang belum di kirim .    Kan sekarang tgl 10 dan besok sdh tanggal 11.   .   .   uang saya pun sudah saya transfer jadi bagaimana tanggung jawab dari shoppe ini ya.   .   .   .   ",__label__3
Kasih bonus dong apa kek buat yg sering belanja di Shopee.   .    Pdhl sering beli.   .    Cb aja kasih hadiah giveaway atau apa gitu.   .   .    Masa yg pake bot aja bisa.   .    Ini yg real konsumen gk ada apresiasi sm sekali.   .   ,__label__3
"ga ada penanganan disaat ada jasa pengiriman yang tidak baik ,  masa barang blum dikirim tiba2 pengiriman selesai pas ditanya sama yng punya toko barang masih ada ditokonya ,  dari pihak shoppee ga ada penanganan sama sekali alhasil saya harus bayar ulang jasa kirim",__label__3
"Sementara masih belum ada masalah.   .   .    mudah - mudahan terus aman bertransaksi di shopee.   .   .    mohon agar di update aplikasi sehingga harga tidak sering berubah ,   dan tiba - tiba aplikasi tidak berjalan saat sedang dilakukan pencarian barang atau posisi sedang transaksi.   ",__label__3
"Saya sangat suka dengan kemudahan shopee dlm berbagai kategori.    Tp kadang ada pelayanan yg kurang bagus ,   misal dr bonus2 ongkirnya.    Klu kita udah ngeklik tp g jd dan milih bonus ongkir lainnya ee yg itu jd hilang",__label__3
Aku suka belanja di shopee .   .    Tapi sekarang ko klo aku buka shopee suka loading gak ada gambarnya.   .    kan mau lihat2 jdi susah.   .    mw beli juga bingung gda gambarnya.   .    tolong segera di perbaiki lagi.   ,__label__3
kadanga ada yg tidak sesuai.    dengan gambar atau kekurangan dalam pengiimannya .   .    untuk aplikasih bagus tp tolong harus dengan ketat untuk barang yg sesuai dan barang yg akan di kirim sudah lengkap atau kurang harus bisa d perediksikan.    tolong untuk pedagang yg nakal tolong ushaakan d kluarkan dari aplikasi 🙏 trimakasih,__label__3
"Semua udah bagus.   .   .   belanja mudah dengan metode pembayaran apapun ,   tapi yg disayangkan.   .   .   skrg gak bisa pilih jasa kirim.   .   .   hanya tertera Reguler ,   jadi kita gak tau apakah itu JNE / J & T dll.   .   .   terus terang saya paling tidak suka dgn Jasa J & T.   .   .   krna lambat ,  gak jelas utk pengiriman luar jawa.   .   .    Sy levih suka shopee yg dulu.   .   .   bisa pilih jasa kirim.   .   .   dan krna sy selalu pilih JNE yg pas dgn tempat tujuan.   ",__label__3
Kenapa shopee 6.   6 makin lambat / lelet dibukanya.    Aku kasih bintang 3 aja.    Saya mohon aplikasi shopee makin cepat dibuka.    Kalau saya buka sering ada pesan shopee tidak menanggapi.   ,__label__3
"saat coba login sering sekali terjadi kesalahan dan di suruh coba kembali ,   udh 1 minggu g bisa login ,   kalau masuk ke aplikasi belanja yg lain langsung capcus ,   ,   ada apa dengan shopee  ?  ? ",__label__3
"kenapa gak bsa di ganti alamat pengiriman ,   ,   selalu ada tulisan alamat tidak sah ,  dikembalikan ke alamat semula jg gak bs ,   sdh di ulang berkali2 ,  dan sdh instal ulang 3x msih jg gak bisa ,  ",__label__3
"Tolong di BANNED atau BLOKIR PERMANENT Akun Pembeli Nakal yg menggunakan metode pembayaran COD dgn TIDAK MAU MEMBAYAR pada saat paket sudah sampai tujuan  "" DENGAN ALASAN APAPUN "" .   Kenapa ? karena itu merugikan penjual ,  dari segi waktu dan biaya packing dan operasional.   Mohon diperhatikan dan di agendakan.   Terima kasih",__label__3
"Sy kecewa sm aplikasi shopee.   .   .   saya ingin berjualan di shopee tp gk bisa uploawd ,   brg gk bisa.   .   krn pengaturan jasa kirim tidak terbuka.   .   jd terpaksa sy uploawd brg manual lewat browser.   .   sy juga tidak bisa bikin live krn tulisan lanjutnya tidak keluar / berubah warna jd orange.   .   padahal sy sudah uninstal br kali trs instal lg msh ttp sama.   ",__label__3
"Sedikit kecewa sihh karena gabisa milih ekspedisi di awal.   .   .   soalnya harga tiap ekspedisi berbeda beda ,   percuma udah bisa milih kalo harga nya tetepp.   .    plis lah kembaliin shopee yang dulu :  (  (  (  ( ",__label__3
"Kak knp akun shopee ku tdk bisa digunakan bbrp hari terakhir ini ?  Tulisannya  "" sistem sedang dalam perbaikan ""  di klik Ok untuk restart tapi masih gabisa juga.    Mohon beri solusi segera",__label__3
"lama kelamaan aku mulai kesal sama shopee.    hari ini ,   aku nggak bisa co pakai pembayaran shopeepay ,   gagal terus.    sebelumnya sudah kejadian juga 2 kali ,   jadi ini yang ketiga kalinya.    sudah aku bersihkan cachenya ,   log out akun ,   update aplikasi ,   tapi tetap nggak bisa buat co.    aku chat shopee via app dan twitter juga sama saja nggak membantu.    kalau kaya gini terus gimana ?  barangnya jadi nggak keburu dibeli",__label__3
Kurangin bintang nya min ach.    Maaf 😔😞 kecewa banget download versi baru malah gk bisa di buka.    Kalu ke beranda si bisa tali kalu klik toko lain gmbarnya pada gak muncul.    Kalu sinyal si ok full.    Tolong di perbaiki min.    Soalnya saya sering bngt belanja di sini 😞 kalu blanja ke luar gak sempet waktu nya 😢😭,__label__3
"Fitur top up saldo shopeepay lama banget masuknya ,  udah disuruh tungguin 1x24 jam tapi tidak ada perubahan ,  padahal akan di cek otomatis falam 10 menit setelah pembelian / pengisian saldo ,  tapi sudah 1 hari saldo tidak masuk ,  ga nguntungin banget untuk transaksi yang cepat",__label__3
"Sebelum di upgrade loading nya lama ,   setelah di upgrade malah tambah lama ,   di uninstall lalu di install lagi ,   eh.   .    malah gak ada gambarnya ,   eror !  !  Tolong di perbaiki !  !  ! ",__label__3
"Maaf kak ,   kenapa sekarang shopee voucher gratis ongkirnya hanya ada yang shopee pay y ?  Padahal dulu nggak gitu ,   mohon bantuannya kak tolong voucher gratis ongkir jangan hanya yang shopee pay ,   soalnya kalau mau pesan cod bayar ongkir banyak kak :  ( ",__label__3
"Masih banyak yg harus di perbaiki misalnya untuk sistem retur atau pengembalian barang.    Shopee bisa ambil contoh bagaimana sistem retur milik lazada.    Mereka tidak membebani buyer dalam hal onkir retur barang ,   dengan menjalin kerjasama via pos jne dan jnt.    Kalau saya pribadi lebih merasa aman apabila membeli barang via lazada karena mudahnya proses retur barang.    Apalagi klu barang itu agak mahal.    Semoga bisa jadi bahan masukan utk shope.   ",__label__3
Aplikasi ini bagus apapun yang kita butuh kan ada di shopee tapi.   .    Katanya gratis ongkir atau potongan harga ongkir ini.   .    Soalnya tetap masih bayar ongkir.    Na lah katanya gratis.   .    Gratis ma nggak bayar,__label__3
kak.   .    saya kan cancel barang tapi udah saya bayar.    sedangkan saya lupa kata sandi dan sudah ganti nomor ponsel jadi gak bisa aktifasi shopee pay.    biar uang nya bisa langsung dikirim bke rekening saya gimana ya ?  lagi butuh mendesak😞,__label__3
sebenere suka belanja di shopee makin hari makin maju.   .    tapi sayang klo pas logout trus mau masuk susah dapet kode verifikasi.    di tunggu sampe ubanan ya gk bisa dapet.    dan ternyata bukan saya saja.   .    kenapa sich ?  jd males sm shopee,__label__3
"Maaf yaa diubah penilaian ,   krn memang kemaren2 tahun lalu masih bagus2 aja pengiirman dan sampai brg ga pernah setelat sekarang ini ,   kasian kami yg mau makai barang cepat jd ga makai barangnya ,   tolong shopee tingkatkan pelayanannya pengirimannya ,   jgn sampai bnyk konsumen pindah ke aplikasi lain makasih",__label__3
"Tolong untuk di cek kembali masalah pemotongan pajak seller di area batam ,   pajak pemerintah dari beacukai batam bukanya 18%  ?  ?  ?  Dan penjualan batam batam kenapa juga harus di kenakan pajak ?  ?  ?  ? ",__label__3
"Sistem kurang ramah utk reseller.   .   hanya sebagian kecil saja yg ramah utk reseller .   .   jd sangat sangat terbatas pilihan produk utk reseller.   .   .    Sistem shopee utk konsumen akhir ,   sangat ramah sekali.   .    Semoga tidak mematikan ekosistem reseller.   .   .   ",__label__3
Ini kenapa ya setiap mau login selalu ad tulisan jaringan bermasalah padahal internet sudah stabil mohon di bantu,__label__3
Bagus si aplikasinya memudahkan untuk beli online.    Cuma sekrg kebyakan voucher shopeepay nya.    Dan susah buat isi shopeepay karena menu yang nominalnya gada langsung ke transfer melalui virtual account kan bingung jd nya ga bisa ngisi saldo di shopeepay.    Gimana si.    Customer servicenya juga dihub.    Ngasih saran tapi ttep aja ga bisa buat ngisi saldo.    Diperbaiki lgi dong apps nya.    Sblm update apps saya dulu bisa sekarang malah jadi ga bisa.    PAYAH !  ! ,__label__3
Udah lumayan sih cuma coba dong untuk top up shopeepay bisa via indomart atau alfamart dan aplikasi dompet digital lainnya untuk memudahkan kita pelanggan shopee melakukan pembayaran karena kebanyakan promo diharuskan menggunakan pembayaran melalui shopeepay dan shopeepayletter.    Bahkan shopeepayletter sendiri untuk pembayarannya via bank bagaimana nasib untuk pelanggan yang tidak punya rekening mereka akan malas membayar karena tidak dipermudahnya pembayaran.   ,__label__3
"Assalamuallaikum Mimin ,  aku mau nanya donk.    jadi gini handphone aku kan memorinya hampir penuh.   karna memori handphone aku penuh aku jadi gak bisa update Shopeenya.    trus kenapa setiap cari barang pasti nanti tiba  -  tiba ada peringatan yang mengatakan  ""  ups ,   halaman sedang dalam perbaikan.   Mohon tunggu sebentar !   ""  ,  pokoknya kaya gitu terus.   btw walaupun kaya gitu harga barangnya murah  -  murah tau Min.   Jujur aja sih dari semua online shop yang lain yang aku paling suka shopee sih ,  karna harganya murah² .   ",__label__3
"Kok pesenan saya di batalkan oleh pihak shopee ,   padahal saya sudah nunggu 4 hari.    Tiba tiba di batalkan oleh pihak shopee ,   apakah uang yang saya transfer ke pihak toko kembali yah ?  Mohon jawaban nya !  ! ",__label__3
"sangat buruk ,   shopee bikin aku ilfeel.    apikasinya emang bagus tapi pelayananya sangat buruk ,   sangat merugikan.    pengalaman saya belanja di shopee gagal karena system yg amburadul ,   sebenarnya saya mau bikin video agar shopee di tinggalkan.    Buruk sekali",__label__3
"Teruntuk pihak shoope ,   kenpa akhir2 ini ada masalah tus dalam transaksi tabungan emas.   .    biasanya kalau udh melakukan pembyaran tunggu beberapa menit udh lngsung msuk saldo emasnya tpi beberapa waktu ini ada gangguan trus  ?  ?  ? ",__label__3
Aplikasi bagus dan mudah.   .   .    Tapi udah dari beberapa minggu yang lalu saya tidak bisa menemukan produk yang saya cari.   .   .    Katanya coba kata kunci yang lain.   .   .    Saya user android.   .   .    Saya mau belanja vape.   .   .    Tapi tidak menemukan apapun.   .    Kecewa.   ,__label__3
"beli pulsa 4 hari baru sampai ,   order status pengiriman masih dikemas padahal barang udah sampai ,   dan sekarang pelit gratis ongkir ,   semoga shopee semakin baik lagi padahal suka belanja disini",__label__3
"Aplikasi online shop shoppe pertama masuk no problem ,   lancar ,   gambar2 ny cepet k buka ,   tpi klo lg milih2 makin lama aplikasi ny jdi berat.    Gambar2 nya lama kebukanya ,   entah saking banyak nya pengguna  ,   server  ,   atau apa.    padahal klo buka aplikasi onlineshop yg lain lancar2 aja.    Yang jelas saya komplen bahwa aplikasi nya LoLa.    Tolong segera diperbaiki agar pengguna lainnya nyaman berbelanja dishoppe.   ",__label__3
"Ok banyak promo nya.   .   yang paling penting freeong nya .    Tapi sekarang tahun baru di 2020 promo freeong nya jd banyak ngilang.    Kecuali harus pake shopee pay ada promo nya ,   padahal sebelumnya enak tinggal pergi ke i domaret atau cod ,   jadi lebih kena ke masyarakat.    Ribet kalo harus pake shopee pay harus cari atm dulu.    Kalo ke indo ato cod kan yang di desa juga bisa",__label__3
"Saya mau nanya  ,  kok shope saya COD nya gak ada yah",__label__3
"Sy pengguna shopee dg member platinum.    Sy pedagang online shop kecil "" an ,   sangat menyayangkan krna voucher extra gratis ongkir dibatasi.    Biasanya voucher extra gratis ongkir slalu dapat setiap hari ,  kenapa skrg hanya seminggu 1X ya ?  Dan kenapa minim pembelian 300rb baru free ongkir sampai 50rb ?  Biasanya kan belanja minim 200rb.    Tolong kembalikan voucher yg lalu🥴",__label__3
